263,ITAUCARD,5 ESTRELAS,10000000261,MASTERCARD,263
264,OUROCARD,OURO,10000000262,MASTERCARD,264
265,ITAUCARD,5 ESTRELAS,10000000263,VISA,265
266,ITAUCARD,PLATINUM,10000000264,AMERICAN EXPRESS CARD,266
267,OUROCARD,OURO,10000000265,VISA,267
268,ITAUCARD,5 ESTRELAS,10000000266,MASTERCARD,268
269,OUROCARD,OURO,10000000267,MASTERCARD,269
270,ITAUCARD,5 ESTRELAS,10000000268,VISA,270
271,ITAUCARD,PLATINUM,10000000269,AMERICAN EXPRESS CARD,271
272,OUROCARD,OURO,10000000270,VISA,272
273,ITAUCARD,5 ESTRELAS,10000000271,MASTERCARD,273
274,OUROCARD,OURO,10000000272,MASTERCARD,274
275,ITAUCARD,5 ESTRELAS,10000000273,VISA,275
276,ITAUCARD,PLATINUM,10000000274,AMERICAN EXPRESS CARD,276
277,OUROCARD,OURO,10000000275,VISA,277
278,ITAUCARD,5 ESTRELAS,10000000276,MASTERCARD,278
279,OUROCARD,OURO,10000000277,MASTERCARD,279
280,ITAUCARD,5 ESTRELAS,10000000278,VISA,280
281,ITAUCARD,PLATINUM,10000000279,AMERICAN EXPRESS CARD,281
282,OUROCARD,OURO,10000000280,VISA,282
283,ITAUCARD,5 ESTRELAS,10000000281,MASTERCARD,283
284,OUROCARD,OURO,10000000282,MASTERCARD,284
285,ITAUCARD,5 ESTRELAS,10000000283,VISA,285
286,ITAUCARD,PLATINUM,10000000284,AMERICAN EXPRESS CARD,286
287,OUROCARD,OURO,10000000285,VISA,287
288,ITAUCARD,5 ESTRELAS,10000000286,MASTERCARD,288
289,OUROCARD,OURO,10000000287,MASTERCARD,289
290,ITAUCARD,5 ESTRELAS,10000000288,VISA,290
291,ITAUCARD,PLATINUM,10000000289,AMERICAN EXPRESS CARD,291
292,OUROCARD,OURO,10000000290,VISA,292
293,ITAUCARD,5 ESTRELAS,10000000291,MASTERCARD,293
294,OUROCARD,OURO,10000000292,MASTERCARD,294
295,ITAUCARD,5 ESTRELAS,10000000293,VISA,295
296,ITAUCARD,PLATINUM,10000000294,AMERICAN EXPRESS CARD,296
297,OUROCARD,OURO,10000000295,VISA,297
298,ITAUCARD,5 ESTRELAS,10000000296,MASTERCARD,298
299,OUROCARD,OURO,10000000297,MASTERCARD,299
300,ITAUCARD,5 ESTRELAS,10000000298,VISA,300
301,ITAUCARD,PLATINUM,10000000299,AMERICAN EXPRESS CARD,301
302,OUROCARD,OURO,10000000300,VISA,302
303,ITAUCARD,5 ESTRELAS,10000000301,MASTERCARD,303
304,OUROCARD,OURO,10000000302,MASTERCARD,304
305,ITAUCARD,5 ESTRELAS,10000000303,VISA,305
306,ITAUCARD,PLATINUM,10000000304,AMERICAN EXPRESS CARD,306
307,OUROCARD,OURO,10000000305,VISA,307
308,ITAUCARD,5 ESTRELAS,10000000306,MASTERCARD,308
309,OUROCARD,OURO,10000000307,MASTERCARD,309
310,ITAUCARD,5 ESTRELAS,10000000308,VISA,310
311,ITAUCARD,PLATINUM,10000000309,AMERICAN EXPRESS CARD,311
312,OUROCARD,OURO,10000000310,VISA,312
313,ITAUCARD,5 ESTRELAS,10000000311,MASTERCARD,313
314,OUROCARD,OURO,10000000312,MASTERCARD,314
315,ITAUCARD,5 ESTRELAS,10000000313,VISA,315
316,ITAUCARD,PLATINUM,10000000314,AMERICAN EXPRESS CARD,316
317,OUROCARD,OURO,10000000315,VISA,317
318,ITAUCARD,5 ESTRELAS,10000000316,MASTERCARD,318
319,OUROCARD,OURO,10000000317,MASTERCARD,319
320,ITAUCARD,5 ESTRELAS,10000000318,VISA,320
321,ITAUCARD,PLATINUM,10000000319,AMERICAN EXPRESS CARD,321
322,OUROCARD,OURO,10000000320,VISA,322
323,ITAUCARD,5 ESTRELAS,10000000321,MASTERCARD,323
324,OUROCARD,OURO,10000000322,MASTERCARD,324
325,ITAUCARD,5 ESTRELAS,10000000323,VISA,325
326,ITAUCARD,PLATINUM,10000000324,AMERICAN EXPRESS CARD,326
327,OUROCARD,OURO,10000000325,VISA,327
328,ITAUCARD,5 ESTRELAS,10000000326,MASTERCARD,328
329,OUROCARD,OURO,10000000327,MASTERCARD,329
330,ITAUCARD,5 ESTRELAS,10000000328,VISA,330
331,ITAUCARD,PLATINUM,10000000329,AMERICAN EXPRESS CARD,331
332,OUROCARD,OURO,10000000330,VISA,332
333,ITAUCARD,5 ESTRELAS,10000000331,MASTERCARD,333
334,OUROCARD,OURO,10000000332,MASTERCARD,334
335,ITAUCARD,5 ESTRELAS,10000000333,VISA,335
336,ITAUCARD,PLATINUM,10000000334,AMERICAN EXPRESS CARD,336
337,OUROCARD,OURO,10000000335,VISA,337
338,ITAUCARD,5 ESTRELAS,10000000336,MASTERCARD,338
339,OUROCARD,OURO,10000000337,MASTERCARD,339
340,ITAUCARD,5 ESTRELAS,10000000338,VISA,340
341,ITAUCARD,PLATINUM,10000000339,AMERICAN EXPRESS CARD,341
342,OUROCARD,OURO,10000000340,VISA,342
343,ITAUCARD,5 ESTRELAS,10000000341,MASTERCARD,343
344,OUROCARD,OURO,10000000342,MASTERCARD,344
345,ITAUCARD,5 ESTRELAS,10000000343,VISA,345
346,ITAUCARD,PLATINUM,10000000344,AMERICAN EXPRESS CARD,346
347,OUROCARD,OURO,10000000345,VISA,347
348,ITAUCARD,5 ESTRELAS,10000000346,MASTERCARD,348
349,OUROCARD,OURO,10000000347,MASTERCARD,349
350,ITAUCARD,5 ESTRELAS,10000000348,VISA,350
351,ITAUCARD,PLATINUM,10000000349,AMERICAN EXPRESS CARD,351
352,OUROCARD,OURO,10000000350,VISA,352
353,ITAUCARD,5 ESTRELAS,10000000351,MASTERCARD,353
354,OUROCARD,OURO,10000000352,MASTERCARD,354
355,ITAUCARD,5 ESTRELAS,10000000353,VISA,355
356,ITAUCARD,PLATINUM,10000000354,AMERICAN EXPRESS CARD,356
357,OUROCARD,OURO,10000000355,VISA,357
358,ITAUCARD,5 ESTRELAS,10000000356,MASTERCARD,358
359,OUROCARD,OURO,10000000357,MASTERCARD,359
360,ITAUCARD,5 ESTRELAS,10000000358,VISA,360
361,ITAUCARD,PLATINUM,10000000359,AMERICAN EXPRESS CARD,361
362,OUROCARD,OURO,10000000360,VISA,362
363,ITAUCARD,5 ESTRELAS,10000000361,MASTERCARD,363
364,OUROCARD,OURO,10000000362,MASTERCARD,364
365,ITAUCARD,5 ESTRELAS,10000000363,VISA,365
366,ITAUCARD,PLATINUM,10000000364,AMERICAN EXPRESS CARD,366
367,OUROCARD,OURO,10000000365,VISA,367
368,ITAUCARD,5 ESTRELAS,10000000366,MASTERCARD,368
369,OUROCARD,OURO,10000000367,MASTERCARD,369
370,ITAUCARD,5 ESTRELAS,10000000368,VISA,370
371,ITAUCARD,PLATINUM,10000000369,AMERICAN EXPRESS CARD,371
372,OUROCARD,OURO,10000000370,VISA,372
373,ITAUCARD,5 ESTRELAS,10000000371,MASTERCARD,373
374,OUROCARD,OURO,10000000372,MASTERCARD,374
375,ITAUCARD,5 ESTRELAS,10000000373,VISA,375
376,ITAUCARD,PLATINUM,10000000374,AMERICAN EXPRESS CARD,376
377,OUROCARD,OURO,10000000375,VISA,377
378,ITAUCARD,5 ESTRELAS,10000000376,MASTERCARD,378
379,OUROCARD,OURO,10000000377,MASTERCARD,379
380,ITAUCARD,5 ESTRELAS,10000000378,VISA,380
381,ITAUCARD,PLATINUM,10000000379,AMERICAN EXPRESS CARD,381
382,OUROCARD,OURO,10000000380,VISA,382
383,ITAUCARD,5 ESTRELAS,10000000381,MASTERCARD,383
384,OUROCARD,OURO,10000000382,MASTERCARD,384
385,ITAUCARD,5 ESTRELAS,10000000383,VISA,385
386,ITAUCARD,PLATINUM,10000000384,AMERICAN EXPRESS CARD,386
387,OUROCARD,OURO,10000000385,VISA,387
388,ITAUCARD,5 ESTRELAS,10000000386,MASTERCARD,388
389,OUROCARD,OURO,10000000387,MASTERCARD,389
390,ITAUCARD,5 ESTRELAS,10000000388,VISA,390
391,ITAUCARD,PLATINUM,10000000389,AMERICAN EXPRESS CARD,391
392,OUROCARD,OURO,10000000390,VISA,392
393,ITAUCARD,5 ESTRELAS,10000000391,MASTERCARD,393
394,OUROCARD,OURO,10000000392,MASTERCARD,394
395,ITAUCARD,5 ESTRELAS,10000000393,VISA,395
396,ITAUCARD,PLATINUM,10000000394,AMERICAN EXPRESS CARD,396
397,OUROCARD,OURO,10000000395,VISA,397
398,ITAUCARD,5 ESTRELAS,10000000396,MASTERCARD,398
399,OUROCARD,OURO,10000000397,MASTERCARD,399
400,ITAUCARD,5 ESTRELAS,10000000398,VISA,400
401,ITAUCARD,PLATINUM,10000000399,AMERICAN EXPRESS CARD,401
402,OUROCARD,OURO,10000000400,VISA,402
403,ITAUCARD,5 ESTRELAS,10000000401,MASTERCARD,403
404,OUROCARD,OURO,10000000402,MASTERCARD,404
405,ITAUCARD,5 ESTRELAS,10000000403,VISA,405
406,ITAUCARD,PLATINUM,10000000404,AMERICAN EXPRESS CARD,406
407,OUROCARD,OURO,10000000405,VISA,407
408,ITAUCARD,5 ESTRELAS,10000000406,MASTERCARD,408
409,OUROCARD,OURO,10000000407,MASTERCARD,409
410,ITAUCARD,5 ESTRELAS,10000000408,VISA,410
411,ITAUCARD,PLATINUM,10000000409,AMERICAN EXPRESS CARD,411
412,OUROCARD,OURO,10000000410,VISA,412
413,ITAUCARD,5 ESTRELAS,10000000411,MASTERCARD,413
414,OUROCARD,OURO,10000000412,MASTERCARD,414
415,ITAUCARD,5 ESTRELAS,10000000413,VISA,415
416,ITAUCARD,PLATINUM,10000000414,AMERICAN EXPRESS CARD,416
417,OUROCARD,OURO,10000000415,VISA,417
418,ITAUCARD,5 ESTRELAS,10000000416,MASTERCARD,418
419,OUROCARD,OURO,10000000417,MASTERCARD,419
420,ITAUCARD,5 ESTRELAS,10000000418,VISA,420
421,ITAUCARD,PLATINUM,10000000419,AMERICAN EXPRESS CARD,421
422,OUROCARD,OURO,10000000420,VISA,422
423,ITAUCARD,5 ESTRELAS,10000000421,MASTERCARD,423
424,OUROCARD,OURO,10000000422,MASTERCARD,424
425,ITAUCARD,5 ESTRELAS,10000000423,VISA,425
426,ITAUCARD,PLATINUM,10000000424,AMERICAN EXPRESS CARD,426
427,OUROCARD,OURO,10000000425,VISA,427
428,ITAUCARD,5 ESTRELAS,10000000426,MASTERCARD,428
429,OUROCARD,OURO,10000000427,MASTERCARD,429
430,ITAUCARD,5 ESTRELAS,10000000428,VISA,430
431,ITAUCARD,PLATINUM,10000000429,AMERICAN EXPRESS CARD,431
432,OUROCARD,OURO,10000000430,VISA,432
433,ITAUCARD,5 ESTRELAS,10000000431,MASTERCARD,433
434,OUROCARD,OURO,10000000432,MASTERCARD,434
435,ITAUCARD,5 ESTRELAS,10000000433,VISA,435
436,ITAUCARD,PLATINUM,10000000434,AMERICAN EXPRESS CARD,436
437,OUROCARD,OURO,10000000435,VISA,437
438,ITAUCARD,5 ESTRELAS,10000000436,MASTERCARD,438
439,OUROCARD,OURO,10000000437,MASTERCARD,439
440,ITAUCARD,5 ESTRELAS,10000000438,VISA,440
441,ITAUCARD,PLATINUM,10000000439,AMERICAN EXPRESS CARD,441
442,OUROCARD,OURO,10000000440,VISA,442
443,ITAUCARD,5 ESTRELAS,10000000441,MASTERCARD,443
444,OUROCARD,OURO,10000000442,MASTERCARD,444
